2064;2;tbsp;2;3,2
2065;1;leaves;2;0,3
2065;2;tbsp;2;11,4
2066;1;tsp;1;0,5
2066;2;tbsp;1;1,6
2068;1;tbsp;1;14,9
2068;2;cup;1;239
2068;3;tsp;1;5
2069;1;tbsp;1;16
2069;2;cup;1;255
2069;3;tsp;1;5,3
2074;1;tsp;0,25;1
2075;1;tsp;2;5,7
2076;1;tbsp;1,33;9
3000;1;bar;1;36
3001;1;packet;1;28
3002;1;tbsp;1;14,7
3002;2;oz;1;28,35
3002;3;jar;1;71
3003;1;oz;1;28,35
3003;2;tbsp;1;14,7
3003;3;jar;1;71
3005;1;tbsp;1;16
3005;2;oz;1;28,35
3005;3;jar;1;71
3007;1;oz;1;28,35
3007;2;jar;1;71
3008;1;tbsp;1;15
3008;2;oz;1;28,35
3008;3;jar;1;71
3008;4;jar Gerber Second Foods (2.5 oz);1;71
3009;1;oz;1;28,35
3009;2;jar;1;71
3010;1;tbsp;1;22
3010;2;oz;1;28,35
3010;3;jar;1;71
3010;4;container;1;70
3011;1;oz;1;28,35
3011;2;jar;1;71
3012;1;tbsp;1;15
3012;2;oz;1;28,35
3012;3;jar;1;71
3012;4;jar Beech-Nut Stage 1 (2.5 oz);1;71
3012;5;jar Gerber Second Foods (2.5 oz);1;71
3012;6;jar Heinz Strained-2 (2.5 oz);1;71
3013;1;tbsp;1;15
3013;2;oz;1;28,35
3013;3;jar;1;71
3013;4;jar Gerber Third Foods (2.5 oz);1;71
3013;5;jar Heinz Junior-3 (2.5 oz);1;71
3014;1;stick;1;10
3014;2;jar;1;71
3014;3;jar Gerber Graduate (2.5 oz);1;71
3015;1;tbsp;1;15
3015;2;oz;1;28,35
3015;3;jar;1;71
3015;4;jar Beech-Nut Stage 1 (2.5 oz);1;71
3015;5;jar Gerber Second Foods (2.5 oz);1;71
3015;6;jar Heinz Strained-2 (2.5 oz);1;71
3016;1;tbsp;1;19
3016;2;container;1;68
3017;1;stick;1;10
3017;2;jar;1;71
3017;3;jar Gerber Graduate (2.5 oz);1;71
3019;1;bar;1;9,9
3021;1;stick;1;10
3021;2;jar;1;71
3021;3;jar Gerber Graduate (2.5 oz);1;71
3022;1;serving;1;99
3023;1;cup;0;7
3024;1;serving;1;113
3025;1;serving;1;170
3026;1;serving;1;88
3041;1;oz;1;28,35
3041;2;jar;1;113
3042;1;oz;1;28,35
3042;2;jar;1;170
3043;1;oz;1;28,35
3043;2;jar;1;170
3044;1;tbsp;1;16
3044;2;oz;1;28,35
3044;3;jar;1;113
3044;4;jar Gerber Second Food (4 oz);1;113
3044;5;jar Beech-Nut Stage 2 (4 oz);1;113
3044;6;jar Heinz Strained-2 (4 oz);1;113
3045;1;tbsp;1;16
3045;2;oz;1;28,35
3045;3;jar;1;170
3045;4;jar Beech-Nut Stage 3 (6 oz);1;170
3045;5;jar Gerber Third Foods (6 oz);1;170
3046;1;tbsp;1;16
3046;2;piece;1;8
3047;1;tbsp;1;16
3047;2;oz;1;28,35
3047;3;jar;1;113
3047;4;jar Gerber Second Food (4 oz);1;113
3047;5;jar Beech-Nut Stage 2 (4 oz);1;113
3047;6;jar Heinz Strained-2 (4 oz);1;113
3048;1;container;1;113
3049;1;oz;1;28,35
3049;2;jar;1;170
3050;1;tbsp;1;16
3050;2;oz;1;28,35
3050;3;jar;1;170
3050;4;jar Beech-Nut Stage 3 (6 oz);1;170
3050;5;jar Gerber Third Foods (6 oz);1;170
3050;6;jar Heinz Junior-3 (6 oz);1;170
3051;1;oz;1;28,35
3051;2;jar;1;170
3053;1;cup;1;256
3053;2;tbsp;1;16
3053;3;oz;1;28,35
3053;4;jar;1;113
3053;5;jar Earth's Best (4.5 oz);1;128
3053;6;jar Gerber Second Food (4 oz);1;113
3053;7;jar Beech-Nut Stage 2 (4 oz);1;113
3053;8;jar Heinz Strained-2 (4 oz);1;113
3054;1;cup;1;256
3054;2;tbsp;1;16
3054;3;oz;1;28,35
3054;4;jar;1;170
3054;5;jar Beech-Nut Stage 3 (6 oz);1;170
3054;6;jar Gerber Third Foods (6 oz);1;170
3054;7;jar Heinz Junior-3 (6 oz);1;170
3055;1;jar Beech-Nut Stage 2 (4 oz);1;113
3067;1;oz;1;28,35
3067;2;jar;1;170
3068;1;tbsp;1;16
3068;2;oz;1;28,35
3068;3;jar;1;113
3068;4;jar Gerber Second Food (4 oz);1;113
3068;5;jar Beech-Nut Stage 2 (4 oz);1;113
3068;6;jar Heinz Strained-2 (4 oz);1;113
3069;1;tbsp;1;16
3069;2;oz;1;28,35
3069;3;jar;1;170
3069;4;jar Beech-Nut Stage 3 (6 oz);1;170
3069;5;jar Gerber Third Foods (6 oz);1;170
3069;6;jar Heinz Junior-3 (6 oz);1;170
3070;1;jar Beech-Nut Stage 2 (4 oz);1;113
3070;2;tbsp;1;16
3070;3;oz;1;28,35
3070;4;jar;1;113
3070;5;jar Heinz Strained-2 (4 oz);1;113
3072;1;tbsp;1;16
3072;2;oz;1;28,35
3072;3;jar;1;170
3072;4;jar;1;170
3073;1;cup;1;256
3073;2;tbsp;1;16
3073;3;oz;1;28,35
3073;4;jar;1;113
3073;5;jar Gerber Second Food (4 oz);1;113
3073;6;jar Beech-Nut Stage 2 (4 oz);1;113
3073;7;jar Heinz Strained-2 (4 oz);1;113
3075;1;oz;1;28,35
3075;2;jar;1;113
3076;1;oz;1;28,35
3076;2;jar;1;170
3077;1;jar, Gerber (4 oz);1;113
3079;1;oz;1;28,35
3079;2;jar;1;113
3081;1;oz;1;28,35
3081;2;jar;1;170
3082;1;tbsp;1;16
3082;2;oz;1;28,35
3082;3;jar;1;113
3082;4;jar Gerber Second Food (4 oz);1;113
3082;5;jar Beech-Nut Stage 2 (4 oz);1;113
3082;6;jar Heinz Strained-2 (4 oz);1;113
3083;1;tbsp;1;16
3083;2;oz;1;28,35
3083;3;jar;1;170
3083;4;jar Beech-Nut Stage 3 (6 oz);1;170
3083;5;jar Gerber Third Foods (6 oz);1;170
3083;6;jar Heinz Junior-3 (6 oz);1;170
3084;1;cup;1;256
3084;2;tbsp;1;16
3084;3;oz;1;28,35
3084;4;jar;1;113
3084;5;jar Earth's Best (4.5 oz);1;113
3084;6;jar Gerber Second Food (4 oz);1;113
3085;1;cup;1;256
3085;2;tbsp;1;16
3085;3;oz;1;28,35
3085;4;jar;1;170
3085;5;jar Gerber Third Foods (6 oz);1;170
3089;1;oz;1;28,35
3089;2;jar;1;113
3090;1;oz;1;28,35
3090;2;jar;1;170
3091;1;cup;1;240
3091;2;tbsp;1;15
