1107;human;Milk;mature;fluid;
1108;indian buffalo;Milk;fluid;
1109;sheep;Milk;fluid;
1112;acid;Whey;fluid;
1113;acid;Whey;dried;
1114;sweet;Whey;fluid;
1115;sweet;Whey;dried;
1116;plain;Yogurt;whole milk;
1117;plain;Yogurt;low fat;
1118;plain;Yogurt;skim milk;
1119;vanilla;Yogurt;low fat.;
1120;fruit;Yogurt;low fat;9 g protein/8 oz;
1121;fruit;Yogurt;low fat;10 grams protein per 8 ounce;
1122;fruit;Yogurt;low fat;11g protein/8 oz;
1123;whole;Egg;raw;fresh;
1124;white;Egg;raw;fresh;
1125;yolk;Egg;raw;fresh;
1126;yolk;Egg;raw;frozen;pasteurized;
1127;yolk;Egg;raw;frozen;sugared;pasteurized;
1128;whole;Egg;cooked;fried;
1129;whole;Egg;cooked;hard-boiled;
1130;whole;Egg;cooked;omelet;
1131;whole;Egg;cooked;poached;
1132;whole;Egg;cooked;scrambled;
1133;whole;Egg;dried;
1134;whole;Egg;dried;stabilized;glucose reduced;
1135;white;Egg;dried;flakes;stabilized;glucose reduced;
1136;white;Egg;dried;powder;stabilized;glucose reduced;
1137;yolk;Egg;dried;
1138;duck;Egg;whole;fresh;raw;
1139;goose;Egg;whole;fresh;raw;
1140;quail;Egg;whole;fresh;raw;
1141;turkey;Egg;whole;fresh;raw;
1146;parmesan;Cheese;shredded;
1151;nonfat;Milk;fluid;without added vitamin A and vitamin D (fat free or skim);
1152;reduced fat;Milk;fluid;2% milkfat;with added nonfat milk solids;without added vitamin A;
1153;canned;Milk;evaporated;with added vitamin A;
1154;dry;Milk;nonfat;regular;with added vitamin A and vitamin D;
1155;dry;Milk;nonfat;instant;without added vitamin A and vitamin D;
1156;goat;Cheese;hard type;
1157;goat;Cheese;semisoft type;
1159;goat;Cheese;soft type;
1160;yolk;Egg;raw;frozen;salted;pasteurized;
1165;mexican;Cheese;queso anejo;
1166;mexican;Cheese;queso asadero;
1167;mexican;Cheese;queso chihuahua;
1168;low fat;Cheese;cheddar or colby;
1169;low-sodium;Cheese;cheddar or colby;
1171;whole;Egg;raw;frozen;pasteurized (Includes foods for USDA's Food Distribution Program);
1172;white;Egg;raw;frozen;pasteurized;
1173;white;Egg;dried;
1174;reduced fat;Milk;fluid;2% milkfat;without added vitamin A and vitamin D;
1175;fluid;Milk;1% fat;without added vitamin A and vitamin D;
1184;vanilla or lemon flavor;Yogurt;nonfat milk;sweetened with low-calorie sweetener;
1186;cream;Cheese;fat free;
1187;chocolate;Yogurt;nonfat milk;
1199;half and half;Cream;fat free;
1202;chocolate;Milk;fluid;commercial;reduced fat;with added calcium;
1203;fruit;Yogurt;lowfat;with low calorie sweetener;
1204;parmesan;Cheese;dry grated;reduced fat;
1205;flavored;Cream substitute;liquid;
1206;flavored;Cream substitute;powdered;
1208;provolone;Cheese;reduced fat;
1209;Mexican;Cheese;blend;reduced fat;
1211;whole;Milk;3.25% milkfat;without added vitamin A and vitamin D;
1212;dry;Milk;whole;without added vitamin D;
1215;pasteurized process;Cheese product;American;reduced fat;fortified with vitamin D;
1216;fruit;Yogurt;low fat;9 grams protein per 8 ounce;fortified with vitamin D;
